Mail Text,Label
"Subject: Cargo Transport Needed - Food Products\nBody: We have 200 kg of food products to ship from Chicago to Miami. Price: $350, payment required upon delivery.",not spam
"Subject: Request for Transportation - Urgent Needs\nBody: Need to transport 300 kg of furniture from Boston to New York. Fee is $450, please provide payment terms.",not spam
"Subject: Shipping Request - Electronics\nBody: Requesting transport of 400 kg of electronic devices from Seattle to San Francisco. Estimated cost is $550, payment due post-delivery.",not spam
"Subject: Transport Request for Medical Supplies\nBody: We need to move 100 kg of medical supplies from Atlanta to Orlando. Cost is $200, standard payment terms apply.",not spam
"Subject: Cargo Transport Request - Urgent!\nBody: We need 50 kg of cargo shipped from Houston to LA. Cost: $100, payment can be made via credit card.",not spam
"Subject: Transport Request - Household Goods\nBody: We're looking to ship 250 kg of household items from Denver to Miami. Estimated price is $500, payment due upon delivery.",not spam
Subject: Last Chance for Amazing Shipping Offers!\nBody: Ship 500 kg for only $1! Payment needs to be made immediately for this special offer!,spam
Subject: Your Goods Shipped Fast and Cheap!\nBody: Special rate of $10 for any shipment under 100 kg! Pay now and get your goods quickly!,spam
"Subject: Incredible Shipping Deal - Don't Wait!\nBody: We can ship 200 kg for just $20! Act now, payment details will be shared after confirmation!",spam
"Subject: Limited Time Shipping Offer - Act Now!\nBody: Transport your 300 kg for only $5! Quick payment needed, bank details provided upon request.",spam
"Subject: Urgent! Unbelievable Shipping Rates!\nBody: 150 kg for only $30! Act fast, payment through unverified methods encouraged!",spam
Subject: Amazing Shipping Discounts for You!\nBody: Move 400 kg for just $50! Limited offer; payment must be made within 24 hours!,spam
Subject: Don't Miss Out on This Shipping Opportunity!\nBody: 100 kg can be shipped for just $10! Rush payment required; unusual transactions only!,spam
"Subject: Unbelievable Transport Request - Act Fast!\nBody: We can ship anything for $1! Instant payment required, and details will follow once you confirm!",spam
"Subject: Urgent Transport Request - Limited Offer!\nBody: Move 250 kg for only $25! Quick response requested, payment through tricky channels encouraged!",spam
"Subject: Transport Request for Personal Belongings\nBody: Requesting transport service for 150 kg of personal items from Chicago to Seattle. Estimated cost $300, payment due upon delivery.",not spam
"Subject: Transport Needed for Office Supplies\nBody: We have 300 kg of office supplies to move from New York to Dallas. The cost is $450, payment due upon delivery.",not spam
"Subject: Shipping Request for Industrial Equipment\nBody: Need to transport 500 kg of industrial equipment from San Francisco to Miami. Estimated cost is $600, payment due on delivery.",not spam
"Subject: Urgent Freight Transport Needed\nBody: Requesting transport for 200 kg of materials from Houston to Atlanta. Cost is $350, payment expected upon delivery.",not spam
"Subject: Request for Urgent Transport of Goods\nBody: We need to ship 100 kg of consumer goods from Denver to New York City. Estimated price is $250, payment terms are standard.",not spam
"Subject: Shipping Request for Valuable Items\nBody: We need to move 150 kg of valuables from Chicago to LA. Total cost: $500, payment due upon delivery.",not spam
"Subject: Transport Request - Furniture Shipment\nBody: Looking to transport 400 kg of furniture from Boston to San Francisco. Cost is $700, payment due upon drop-off.",not spam
Subject: Request for Transport of Electronics\nBody: I need to transport 500kg of electronics from Berlin to Paris. Could you provide a quote? The cargo is ready for pickup next week. Standard payment terms apply.,not spam
Subject: Urgent Transport Needed\nBody: We have a last-minute request to ship 1 ton of machinery from Amsterdam to London. Please confirm pricing. Payment via bank transfer will be needed urgently!,spam
Subject: Freight Inquiry for Clothing Shipment\nBody: Please quote for transporting 300kg of clothing from Milan to New York. We are looking for a standard rate with a 30-day payment period.,not spam
Subject: Exclusive Offer for Fast Shipping!\nBody: Get your transport done at just $99! Limited time to ship any cargo anywhere! Act fast; payments via crypto are accepted!,spam
Subject: Transport Service Needed\nBody: I would like to arrange transport for 200kg of furniture from Stockholm to Oslo. Please provide pricing and payment terms. Thank you!,not spam
Subject: Immediate Help Required for Transport\nBody: Ship 2 tons of goods from Prague to Rome for only $199! Quick response required. Payments must be made today!,spam
"Subject: Request for Shipping Quotation\nBody: I need to transport 1,500kg of industrial parts from Barcelona to Berlin. Could you give me your best offer with payment details?",not spam
"Subject: Unmissable Shipping Deal!\nBody: Only $50 to ship anything you want! Limited slots available, hurry! Payment details will be provided after the booking!",spam
Subject: Quote Request for Transport Services\nBody: We need to move 800kg of produce from Lisbon to Madrid. Please send a detailed quote and payment options.,not spam
"Subject: Final Transport Discount!\nBody: Amazing offer: $150 to ship your cargo from Zurich to Geneva! Act now! Payment can be made via PayPal, but must be done promptly!",spam
Subject: Cargo Transport Request\nBody: I am looking to transport 1 ton of steel from Hamburg to Rotterdam. Please advise on the rate and payment terms. Thank you.,not spam
Subject: Emergency Shipping Needed!\nBody: Ship your goods for only $75! This offer expires in 24 hours! Payment must be made immediately through bank transfer!,spam
Subject: Inquiry about Freight Services\nBody: We have 600kg of medical supplies to transport from Vienna to Budapest. Can you please provide a quote and payment conditions?,not spam
Subject: Act Fast! Special Rate for Shipping!\nBody: Just $89 to ship anything! Limited time offer! Get in touch ASAP; payment via Western Union is required!,spam
"Subject: Transport of Heavy Equipment\nBody: Please provide a quote for transporting 3,000kg of heavy equipment from Berlin to Frankfurt. Standard payment terms apply.",not spam
"Subject: Unbelievable Shipping Price!\nBody: For only $45, you can ship your cargo anywhere! This offer is valid for the next hour only! Payments accepted via cash only!",spam
Subject: Shipping Request for Household Items\nBody: I need to transport 400kg of household goods from Oslo to Copenhagen. Could you send me a quote with payment options?,not spam
Subject: Incredible Shipping Opportunity!\nBody: $25 to ship your items today only! Don’t miss this chance; payment needs to be processed immediately!,spam
Subject: Transport Request for Raw Materials\nBody: I’m looking to transport 2 tons of raw materials from Madrid to Lisbon. Please send over your pricing and terms.,not spam
Subject: Limited Time Shipping Offer!\nBody: Just $60 for any shipment! Act quick; payment details will be shared once you confirm!,spam
Subject: Request for Cargo Transportation\nBody: We need to move 500kg of electronics from Paris to Rome. Please provide your rates and payment terms. Thank you!,not spam
Subject: Urgent Cargo Shipping Needed!\nBody: Ship your goods for only $200! This is an emergency offer; pay now or lose the chance!,spam
Subject: Inquiry for International Transport\nBody: I require a transport quote for shipping 1 ton of textiles from Istanbul to Berlin. Please include payment terms.,not spam
"Subject: Flash Shipping Offer!\nBody: Special deal at $35 to ship anything! Hurry, this deal won't last; payment must be made before shipping!",spam
Subject: Request for Freight Quotation\nBody: I need to transport 700kg of metals from Antwerp to Rotterdam. Can you provide a detailed quote and payment options?,not spam
Subject: Last Minute Shipping Bargain!\nBody: Just $30 to transport your cargo! Only for today! Quick payment required through PayPal!,spam
Subject: Transportation Inquiry\nBody: I’m looking to ship 250kg of agricultural products from Lisbon to Madrid. Please provide me with pricing and payment details.,not spam
"Subject: Incredible Shipping Discount!\nBody: $40 to ship your items anywhere! Limited time offer, pay fast for your slot!",spam
"Subject: Request for Cargo Shipping Details\nBody: We need to transport 1,200kg of machinery from London to Paris. Please send your rates and payment conditions.",not spam
Subject: Urgent! Unbeatable Shipping Rates!\nBody: Only $70 for any shipment! This offer expires soon; pay immediately to lock in the rate!,spam
Subject: Shipping Quote Needed\nBody: I need to transport 900kg of products from Berlin to Frankfurt. Can you provide a quote with payment instructions?,not spam
Subject: Limited Time Shipping Special!\nBody: Get your cargo shipped for just $80! This offer is only available for a short time! Payment must be processed now!,spam
Subject: Inquiry for Local Transport\nBody: I need to move 300kg of personal items from Seattle to Portland. Please send a quote. Payment terms would be appreciated.,not spam
Subject: Flash Shipping Deal!\nBody: $20 for any cargo shipping! Act fast; this deal ends soon! Payment via wire transfer necessary!,spam
Subject: Request for Transport of Food Supplies\nBody: I am looking to transport 500kg of food supplies from Boston to New York. Please provide your rates and payment details.,not spam
Subject: Amazing Shipping Price Alert!\nBody: Only $10 to ship anything today! Don’t miss out; quick payment needed to secure your order!,spam
Subject: Cargo Transportation Request\nBody: I need a quote for transporting 1 ton of machinery from San Francisco to Los Angeles. Please include payment terms.,not spam
"Subject: Urgent Shipping Offer!\nBody: Just $150 to ship your items! Limited spots available, pay now to guarantee your shipment!",spam
Subject: Request for Transport Services\nBody: We need to move 800kg of equipment from Chicago to Houston. Please send me your quote and payment terms.,not spam
Subject: Unbelievable Shipping Offer!\nBody: Get your cargo shipped for only $99! This offer won't last; payment must be made right away!,spam
Subject: Transport Request for Art Pieces\nBody: I need to ship 200kg of art from Paris to London. Could you provide a detailed quote and payment conditions?,not spam
Subject: Last Chance for Cheap Shipping!\nBody: Only $30 to ship anything! This deal ends in hours! Payment must be secured today!,spam
Subject: Shipping Quote Request\nBody: Can you provide a quote for transporting 1 ton of agricultural products from Brussels to Amsterdam?,not spam
"Subject: Exclusive Limited Time Offer!\nBody: Ship your goods for $50! Hurry, payment details will be shared only after confirmation!",spam
Subject: Transport of Electronics Inquiry\nBody: I need to transport 350kg of electronics from Tokyo to Seoul. Please provide a quote with payment options.,not spam
Subject: Urgent! Unmissable Shipping Offer!\nBody: Ship your items for just $45! Quick payment is required to take advantage of this offer!,spam
Subject: Request for Cargo Shipping Quote\nBody: I need to transport 600kg of textiles from New York to Toronto. Please send me your rates and payment conditions.,not spam
Subject: Instant Shipping Discount!\nBody: Only $25 for shipping today! Don’t miss out; payment must be made now to lock in this rate!,spam
"Subject: Inquiry for Freight Transportation\nBody: I am looking to ship 1,200kg of machinery from Sydney to Melbourne. Please provide your quote and payment terms.",not spam
Subject: Flash Sale on Shipping!\nBody: Just $90 to ship anything anywhere! Only today! Payment must be made within the hour!,spam
Subject: Transport Request for Household Goods\nBody: I need a quote for moving 700kg of household items from Miami to Orlando. Please provide payment details.,not spam
Subject: Amazing Limited Time Offer!\nBody: Get your cargo shipped for only $15! This deal is about to expire; payment must be made quickly!,spam
Subject: Shipping Inquiry for Building Materials\nBody: Please provide a quote for transporting 1.5 tons of building materials from Detroit to Chicago. Payment terms would be appreciated.,not spam
Subject: Urgent! Special Shipping Rate!\nBody: Only $100 for any shipment! This offer is only available for the next few hours! Pay immediately to secure it!,spam
Subject: Request for Transport of Goods\nBody: I am looking to transport 400kg of goods from Hong Kong to Shanghai. Please send a quote with payment options.,not spam
Subject: Incredible Shipping Offer Just for You!\nBody: $60 to ship anything today! This offer is only valid for a short time! Payment must be made via cash!,spam
Request for Transport: 10 tons of electronics from LA to NY. Cost: $1200. Payment via bank transfer within 7 days. Please confirm availability.,not spam
"Urgent: Need transport for 5 tons of machinery from Chicago to Dallas ASAP! Price: $800, but only for today. Payment details pending.",spam
"Transport Inquiry: 15 pallets of furniture from Miami to Seattle. Total cost: $2500, payable within 14 days. Looking forward to your prompt reply.",not spam
Immediate Shipping Need: 3 tons of organic fruit from San Francisco to Boston. Offer: $500! Pay upfront via PayPal only! Don't miss out!,spam
"Requesting transport for 8 tons of glassware from Denver to Atlanta. Price is $1800, standard payment terms apply. Please send your rates.",not spam
LAST CHANCE! Ship 20 tons of clothes for only $300! Quick payment to a foreign account needed! Act fast!,spam
Transport needed for 12 boxes of medical supplies from Orlando to Houston. Estimated cost: $900. Payment to be made via check in 10 days.,not spam
"Special Offer: Get your cargo transported for just $200! Limited time only! Details unclear, but act now!",spam
Inquiry for transportation: 7 tons of metals from Phoenix to Las Vegas. Price: $700 with payment due at delivery. Need confirmation soon.,not spam
Crazy Deal! Transport 4 tons of tech equipment for only $150! But you need to pay now! Bank details will be sent later.,spam
"Transport Request: 9 tons of agricultural products from Kansas to Miami. Cost: $1100, payable within 30 days. Please reply with your capacity.",not spam
URGENT! Get your furniture shipped from Ohio to New York for a special price of $400! Pay only in crypto! Limited slots available!,spam
"Need transport for 6 tons of books from New Orleans to Chicago. Total cost of $600, payment due in 15 days. Awaiting your response.",not spam
"Your chance! Ship 2 tons of supplies for $100! Pay in cash to save! Details might be vague, but ensure a quick response!",spam
"Request for logistics: 10 pallets of electronics from Seattle to San Francisco. Total price: $2000, with standard payment terms.",not spam
Act Now! Transport 3 tons of shoes from Boston to LA for just $250! Pay within 24 hours to secure your spot!,spam
"Transport inquiry: 5 tons of textiles from NY to Miami, costing $1500. Payment via bank transfer, terms as usual. Looking for prompt service.",not spam
"Limited Offer! Transport your goods for $50! But you must pay immediately! Payment options are flexible, but hurry!",spam
"Need transport for 4 tons of toys from Chicago to San Diego. Costing $1000, payment to be made within 2 weeks. Please confirm.",not spam
Offer Ends Soon! 10 tons of cargo shipment for only $400! Pay now to avoid missing out! Details are flexible!,spam
"Request for transport: 8 tons of furniture from Houston to Atlanta. Estimated price is $1200, payment is standard after delivery.",not spam
Exclusive Deal! Ship 1 ton of electronics for just $300! Payments via untraceable methods only! Time is running out!,spam
"Transport Request: 6 tons of machinery from Dallas to Seattle. Cost: $1300, payable within 20 days. Looking forward to your prompt response.",not spam
Get your cargo shipped for only $250! Pay within an hour to take advantage of this deal! Details will be provided later!,spam
"Transport inquiry for 12 tons of food products from Chicago to Denver. Price: $1600, payment due in 30 days. Please confirm availability.",not spam
Grab this opportunity! Ship your goods for $100! Pay only via gift cards! This offer is too good to last!,spam
"Logistics needed for 9 tons of machinery from Miami to NY. Price is $1500, payment terms standard as usual.",not spam
"Last Minute Offer! Transport 4 tons of goods for just $200! Hurry, limited slots! Payment requirements are flexible!",spam
"Request to transport 10 tons of construction materials from LA to Denver. Total cost: $2500, payment due in 15 days. Awaiting confirmation.",not spam
Urgent Shipping Request: Just $150 to transport 2 tons of cargo! Pay now to reserve! Vague details due to time constraints!,spam
"Inquiring about transport for 3 tons of medical supplies from Atlanta to Chicago. Cost is $900, payment terms standard after delivery.",not spam
Don't miss out! Transport 5 tons of items for $350! Pay immediately by wire transfer! Details to follow!,spam
"Request for transport: 11 tons of furniture from NY to Boston. Estimated cost is $2000, payment due in 14 days. Please confirm your rates.",not spam
Special Alert! Need to send 7 tons of cargo for just $500! Pay upfront to secure this offer! Limited time only!,spam
"Transport inquiry for 8 tons of textiles from Houston to San Diego. Cost: $1200, payment due upon delivery. Please respond at your earliest convenience.",not spam
"Limited Time Offer! Ship your items for only $75! Must pay today! Details might be sketchy, but it’s a great price!",spam
"Request for transport: 6 tons of clothing from Miami to NY. Price: $900, payment due within 30 days. Need confirmation soon.",not spam
"Urgent! Only $200 to transport 1 ton of goods! Pay immediately to secure this deal! Terms unclear, but it's a steal!",spam
"Request for shipping: 10 tons of electronics from Chicago to LA. Total cost: $2500, payment within 2 weeks. Awaiting your prompt reply.",not spam
Act Fast! Ship 3 tons of items for $100! Only today! Payment via untraceable methods only! Details to follow!,spam
"Inquiry: Transport 5 tons of furniture from San Francisco to Portland. Cost: $1300, payable within 14 days. Please confirm availability.",not spam
Special Flash Sale! Transport 4 tons of cargo for just $150! Pay immediately or lose this chance! Terms are negotiable!,spam
"Transport request: 12 tons of machinery from Houston to San Jose. Price is $2200, payment due in 30 days. Looking forward to your response.",not spam
Last Call! Only $400 to ship 10 tons of supplies! Pay now to unlock this special offer! Details available on request!,spam
"Request for transportation of 8 tons of agricultural products from Miami to Dallas. Total cost: $1000, payable upon delivery.",not spam
Hurry! Transport your goods for $80! Pay today and save big! Details will be sent after payment!,spam
"Need transport for 6 tons of books from Chicago to New York. Total cost: $900, payment due in 14 days. Please send your rates.",not spam
Act Now! Special offer to transport 5 tons for just $150! Payment must be sent immediately! Details limited to protect the offer!,spam
"Transport Inquiry: 9 tons of appliances from LA to Houston. Estimated cost: $1800, payable within 30 days. Please confirm your availability.",not spam
Exclusive! Ship 2 tons of items for only $200! Must pay within an hour! Details will be provided quickly!,spam
"Request for transportation: 11 tons of construction materials from NY to Boston. Price: $2400, payment due in 2 weeks. Awaiting your response.",not spam
Subject: Urgent Transport Request - Electronics Shipment\nBody: We need to transport 500 kg of electronics from NY to CA. Pricing around $1200. Payment via bank transfer is standard. Please confirm quickly for scheduling.,not spam
Subject: Transport Needed for Furniture - NY to FL\nBody: Requesting transport for a load of furniture (750 kg) from New York to Florida. Estimated cost is $800. Payment terms are due upon delivery. Awaiting your confirmation.,not spam
Subject: Quick Transport Request - Perishables\nBody: We need to ship 300 kg of perishables from Miami to Chicago. Pricing of $600 is available. Payment terms are net 30 days. Please respond at your earliest convenience.,not spam
Subject: Request for Transport of Heavy Machinery\nBody: We have 1000 kg of machinery needing transport from Texas to Ohio. Cost is $1500. Standard payment via invoice. Let us know your availability.,not spam
"Subject: Transport Request - 200 kg of Fashion Goods\nBody: Looking to transport fashion goods, 200 kg, from LA to NY. Pricing is $350. Payment is required upon delivery. Please confirm.",not spam
Subject: Shipment Needed - 600 kg of Steel\nBody: We require transport for 600 kg of steel from Chicago to Seattle. Estimated cost is $900. Payment due upon delivery. Please reply with your availability.,not spam
"Subject: Emergency Transport Request\nBody: We have urgent cargo, 800 kg of medical supplies from Miami to Dallas. Pricing is $1300 and payment immediate. Please respond ASAP!",not spam
"Subject: Transport Request - 250 kg of Artwork\nBody: We are looking to transport delicate artwork, 250 kg, from Boston to San Francisco. Cost is $1000, payment is standard upon delivery. Awaiting confirmation.",not spam
Subject: Freight Request for 400 kg of Goods\nBody: Transport needed for 400 kg of goods from Denver to Atlanta. Pricing is $700. Payment terms are upon receipt. Please confirm soon.,not spam
Subject: Transport Needed for Mixed Cargo\nBody: We need to move 500 kg of mixed cargo from Seattle to Boston. Estimated cost is $850 with standard payment terms. Looking forward to your reply.,not spam
"Subject: Limited Time Offer on Freight Services!\nBody: Get your cargo shipped for just $99! Limited offer, act fast! Cargo details unclear, but this deal won't last!",spam
"Subject: Urgent Shipping Needed - Act Now!\nBody: We can transport 100 kg of goods for a shocking price of only $200! Pay upfront, or you might miss this chance!",spam
Subject: Last-Minute Cargo Deals!\nBody: Don’t miss out! Ship 300 kg from anywhere for only $500! Quick pay required! Details to follow!,spam
"Subject: Exclusive Transport Offer! Act Fast!\nBody: We have an amazing deal for moving 400 kg for just $250! Pay in advance, or you'll lose this chance!",spam
Subject: Incredible Freight Rates Available!\nBody: Get your shipment of 600 kg for only $150! Send money to our account ASAP to secure this rate!,spam
Subject: Urgent: Shipping Spaces Filling Fast!\nBody: Need to transport 200 kg? We can do it for $1000! Quick payment required to guarantee your spot!,spam
Subject: Transport Opportunity - Limited Spaces!\nBody: Ship 350 kg for just $300! Send payment to reserve. Not much time left!,spam
"Subject: Special Offer on Freight Services!\nBody: Ship any cargo for only $99! Act now, or prices will skyrocket! Payment options vague!",spam
Subject: Don't Miss This Shipping Deal!\nBody: We can ship 500 kg of your goods for just $400! Pay quickly to secure this exclusive price!,spam
Subject: Last Chance to Ship at Low Rates!\nBody: Move anything weighing up to 700 kg for just $600! Send payment immediately before it's too late!,spam
"Subject: Urgent Transport! Get Your Cargo Moving!\nBody: We can move 250 kg for a low price of $50! Payment must be made today! Details unclear, act fast!",spam
Subject: Special Offer - 100 kg Shipping for $150!\nBody: Don't let this slip away! Pay upfront for an incredible rate! Cargo details are vague!,spam
Subject: Request for Transport of 500 kg of Goods\nBody: We need to transport 500 kg of goods from Miami to New York. Pricing is $800. Payment terms are standard. Please confirm.,not spam
Subject: Inquiry for Shipping Services\nBody: Transporting 250 kg of clothing from LA to Chicago. Estimated cost is $400. Payment due upon delivery. Awaiting your response.,not spam
Subject: Transport Request - 700 kg of Industrial Supplies\nBody: We are looking for transport of 700 kg from Seattle to Denver. Pricing is $1100. Invoice payment terms. Please get back to us.,not spam
"Subject: Logistics Request - Furniture Move\nBody: Need to transport 600 kg of furniture from San Francisco to Boston. Cost is $900, payment on delivery. Confirm ASAP, thanks!",not spam
"Subject: Shipping Request - 300 kg of Office Supplies\nBody: Requesting transport for office supplies, 300 kg, from Atlanta to New York. Estimated cost is $500, payment upon delivery. Let us know your availability.",not spam
"Subject: Urgent: Need Transport for 500 kg\nBody: We need to ship 500 kg of food items from Boston to Miami. Price is only $300, pay before shipment!",spam
"Subject: Limited Time Only: Move 600 kg for $200!\nBody: Act quickly! We have special pricing for moving 600 kg, just $200! Send payment immediately!",spam
Subject: Urgent Freight Request - Act Now!\nBody: We can handle your 400 kg shipment for an unbelievable price! Pay today to secure this deal!,spam
Subject: Incredible Offer for Fast Transport!\nBody: Ship 200 kg of goods for just $150! Quick pay required! Don't miss this opportunity!,spam
Subject: Exclusive Deal: Transport for 500 kg! Quick Payment Needed!\nBody: Get your goods shipped at a low price of $400! Pay upfront!,spam
Subject: Last Chance to Ship with Us! Big Discounts!\nBody: We can ship your 300 kg cargo for an amazing price! Send payment now to lock in this deal!,spam
"Subject: Urgent Transport Needed!\nBody: We need to ship 800 kg of clothing from LA to Seattle. Pricing is $1500, payment upfront required!",not spam
"Subject: Request for Transport of 1000 kg of Machinery\nBody: We need to move 1000 kg of machinery from Ohio to Texas. Estimated cost is $2000, payment on delivery. Please confirm availability!",not spam
Subject: Request for Transport of 250 kg of Electronics\nBody: We need to transport 250 kg of electronics from NY to LA. Pricing is $600. Payment upon delivery preferred. Awaiting your response.,not spam
Subject: Shipping Request for 400 kg of Food Supplies\nBody: Need to transport 400 kg of food supplies from Chicago to Miami. Cost is $900. Standard payment terms apply. Please confirm soon.,not spam
Subject: Transport Request - 300 kg of Appliances\nBody: We are looking to transport 300 kg of appliances from SF to NY. Estimated cost is $700. Payment is upon delivery. Let us know your availability.,not spam
"Subject: Urgent Cargo Shipping Request!\nBody: Ship 200 kg for just $100! Act fast, or you’ll miss out! Pay now to secure your spot. Details unclear!",spam
"Subject: Limited Offer - Amazing Freight Rates!\nBody: Get your cargo shipped for only $250! Don't wait, pay today to lock in this rate!",spam
Subject: Last-Minute Shipping Deal!\nBody: We can transport 500 kg for just $300! Quick payment required! Act fast!,spam
Subject: Shipping Opportunity - Act Now!\nBody: Move 600 kg for only $150! Pay upfront to secure this deal! Limited time only!,spam
Subject: Urgent Transport Request - Limited Offer!\nBody: We can ship 700 kg of your cargo for an unbelievable price! Send payment right away!,spam
Subject: Quick Transport Request - 800 kg of Goods\nBody: We need to transport 800 kg of goods from NY to CA. Pricing around $1300. Payment via bank transfer is standard. Please confirm quickly for scheduling.,not spam
"Subject: Request for Transport of 600 kg of Industrial Goods\nBody: We need to move 600 kg of industrial goods from Texas to Washington. Cost is $1100, standard payment terms apply. Please confirm.",not spam
"Subject: Transport Request for 200 kg of Electronics\nBody: We are looking to move 200 kg of electronics from CA to NY. Pricing at $500, payment after delivery. Awaiting your confirmation.",not spam
"Subject: Urgent Shipping Needed - 300 kg of Goods\nBody: We need to ship 300 kg of goods from Miami to Chicago. Price is $1000, pay ASAP to secure your shipment!",spam
Subject: Act Fast: Transport for 400 kg at Low Price!\nBody: We can move your cargo for only $200! Hurry and pay to grab this rate! Details unclear!,spam
Subject: Don't Miss This Shipping Deal!\nBody: Move 500 kg of goods for just $150! Payment must be made today! Act fast!,spam
"Subject: Special Offer: Transport Your Cargo for $99!\nBody: Ship anything weighing up to 600 kg for just $99! Act now, or else you might miss it!",spam
Subject: Urgent Request for Transport Services!\nBody: We need to ship 500 kg of goods from Boston to NY. Estimated cost is $800. Payment due on delivery. Please respond shortly.,not spam
"Subject: Quick Request for Transport of 300 kg\nBody: We need to move 300 kg of items from Chicago to LA. Cost is $600, payment on delivery. Awaiting your confirmation.",not spam
"Subject: Transport Request for 900 kg of Equipment\nBody: We want to transport 900 kg of equipment from New York to Dallas. Estimated cost is $1700, payment upon delivery. Let us know your availability.",not spam
Subject: Freight Services Request - 150 kg of Goods\nBody: We need to transport 150 kg of goods from San Francisco to Seattle. Pricing around $300. Standard payment terms apply. Please confirm.,not spam
Subject: Shipping Request - Transport 750 kg\nBody: Requesting transport for 750 kg of goods from Miami to Houston. Estimated cost is $1200. Payment upon delivery. Awaiting your response.,not spam
Subject: Act Now! Shipping for 500 kg at an Unbelievable Price!\nBody: We can ship your 500 kg for just $100! Pay today to secure this incredible deal!,spam
Subject: Limited Offer: Transport Cargo Now!\nBody: We can move 300 kg for only $150! Immediate payment required! Don’t miss this chance!,spam
Subject: Last Chance to Ship Your Goods!\nBody: Move 400 kg for only $200! Pay upfront to secure this rate! Limited time only!,spam
Subject: Transport Request for Electronics Shipment\nBody: We need a transportation service for 150 kg of electronics from San Francisco to New York. Price: $500. Payment via bank transfer within 30 days.,not spam
Subject: Urgent: Cargo Transport Needed\nBody: Requesting transport for 200 kg of furniture from Chicago to Miami. Can you quote a price? Standard terms apply.,not spam
Subject: Quick Transport Request\nBody: Need to move 300 kg of textiles from Seattle to Houston. Looking for a quote under $600 with 15-day payment terms.,not spam
Subject: Shipment of Food Products\nBody: We need transportation for 100 kg of perishable goods from Boston to Atlanta. Price expected around $400. Payment within 14 days.,not spam
Subject: Transport Inquiry\nBody: Please provide pricing for 250 kg of machinery from Denver to Los Angeles. We expect reasonable rates and payment within 30 days.,not spam
Subject: Cargo Transport Request\nBody: We require transport for 500 kg of construction materials from Dallas to Phoenix. Budget is $800. Payment due upon delivery.,not spam
"Subject: Request for Transport Services\nBody: Shipping 80 kg of automotive parts from San Diego to Portland, looking for a quote around $350. Standard payment terms apply.",not spam
Subject: Transport for Fragile Items\nBody: Need to transport 70 kg of glassware from New York to Seattle. Expecting around $450. Payment net 30 days.,not spam
Subject: Transport Agreement\nBody: Shipping 250 kg of tools from Minneapolis to New Orleans. Would like a quote under $700. Payment in 15 days.,not spam
Subject: Transport Request\nBody: Cargo of 300 kg of mixed goods from Atlanta to Denver. Seeking a price around $600. Standard payment terms preferred.,not spam
Subject: Limited Time Offer: Transport Needed\nBody: Act fast! We are offering transport for 1 ton of goods from Miami to NYC for just $99! Payment within 24 hours required!,spam
Subject: Urgent Transport Offer\nBody: Don’t miss this deal! Move 2 tons of cargo anywhere for only $199! Pay now and save big! Details inside.,spam
Subject: Quick and Cheap Transport Available\nBody: Get your items shipped for a mere $150! Limited spots! Cargo weight irrelevant!,spam
"Subject: Instant Transport Request!\nBody: Need to ship 300 kg from London to Paris for only $50! Pay now, details later! Hurry!",spam
"Subject: Last Chance for Cheap Shipping\nBody: Move your cargo for just $75! Limited time only! Pay upfront, and we’ll handle the rest!",spam
Subject: Exclusive Transport Offer\nBody: We can transport anything for only $199! Pay before midnight! Details vague for your benefit!,spam
Subject: Fast Shipping at Unbeatable Price\nBody: We can ship your goods anywhere for just $60! Pay immediately and relax! No questions asked!,spam
Subject: Amazing Shipping Deal\nBody: Get your 500 kg shipment across the country for only $100! Act fast! Payment methods are flexible!,spam
Subject: Limited Offer: Transport Request\nBody: Ship 400 kg of your choice anywhere for $120! Don't wait! Immediate payment required!,spam
Subject: Special Rate for Immediate Transport\nBody: $80 shipping for 1000 kg! Need payment today! This offer ends soon!,spam
"Subject: Your Cargo Transport at $29!\nBody: Incredible price for transporting goods! Just send payment now, and we’ll figure out the details later!",spam
"Subject: Transportation Needed ASAP!\nBody: Moving items for $50! Pay within 12 hours! Details to follow, but act now!",spam
"Subject: Transport Request for Furniture\nBody: We need to move a couch and chair set weighing 150 kg from Denver to Chicago. Expecting a quote under $400, payment in 30 days.",not spam
"Subject: Urgent Shipment of Textiles\nBody: Transport required for 100 kg of textiles from New York to Los Angeles. Budget is $500, payment due in 15 days.",not spam
Subject: Transport Quote Request\nBody: Seeking transport for 200 kg of machinery from San Francisco to Seattle. Price range expected is $600. Terms are net 30.,not spam
Subject: Transport Services Inquiry\nBody: Need transport for 300 kg of electronics from Austin to Miami. Looking for a quote around $700. Standard payment terms apply.,not spam
Subject: Shipping Request for Food Items\nBody: Require transport for 150 kg of organic produce from Boston to Los Angeles. Price expected is $550. Payment in 30 days.,not spam
Subject: Cargo Needs Transport\nBody: Seeking to transport 250 kg of construction materials from Chicago to New York. Expecting a quote under $800. Payment in 14 days.,not spam
Subject: Logistics for Electronics\nBody: Shipping 200 kg of electronics from Atlanta to Seattle. Looking for reasonable pricing and payment terms of 30 days.,not spam
"Subject: Transport Request for Mixed Goods\nBody: We need to transport 400 kg of mixed products from Los Angeles to San Francisco. Expecting quotes around $650, payment net 30.",not spam
"Subject: Transport Inquiry for Office Equipment\nBody: Requesting transport for 100 kg of office furniture from Miami to Chicago. Budget is $400, payment in 15 days.",not spam
